1.52521   2.58745   
1.83089   1.60976   
1.22525   3.16149   
1.79285   1.7728   
1.54367   2.54328   
1.64334   2.27985   
0.795107   3.67032   
1.89274   1.29235   
1.24959   3.12316   
1.80526   1.72167   
1.62219   2.33966   
1.7943   1.7669   
1.88053   1.36178   
1.7692   1.86542   
0.972638   3.49513   
1.84276   1.55465   
1.4649   2.72327   
1.53298   2.56904   
1.68969   2.14005   
1.48225   2.68546   
1.77543   1.84159   
1.81839   1.66549   
1.69115   2.13543   
1.65217   2.2542   
1.64433   2.27698   
1.88708   1.32503   
1.77052   1.86037   
1.5506   2.52636   
0.8499   3.62087   
1.74536   1.95316   
1.64844   2.26508   
1.79576   1.76095   
1.39158   2.87298   
1.5941   2.41565   
1.78173   1.81706   
1.88995   1.3086   
1.73123   2.00285   
1.45733   2.73948   
1.06143   3.3902   
1.71632   2.05355   
1.7857   1.80143   
1.96679   0.725966   
1.98627   0.467906   
1.90615   1.21096   
1.86447   1.44739   
1.03572   3.42187   
1.67749   2.17809   
1.84534   1.54234   
1.7329   1.99706   
1.20311   3.19533   
1.45816   2.73771   
1.70423   2.09341   
1.85238   1.50821   
1.48564   2.67797   
1.37266   2.90915   
1.79945   1.74581   
1.58545   2.43832   
1.55332   2.51967   
1.65137   2.25652   
1.63878   2.29295   
1.21847   3.17196   
1.69921   2.10967   
1.22237   3.16595   
1.40243   2.85179   
1.62462   2.3329   
1.71525   2.0571   
1.78772   1.79337   
1.48089   2.68847   
1.28088   3.07204   
1.11096   3.32612   
1.97651   0.611247   
1.91064   1.18232   
1.64703   2.26917   
1.54026   2.55154   
1.75992   1.9002   
1.74066   1.96988   
1.28454   3.06592   
1.57803   2.4575   
1.43275   2.79085   
1.5637   2.49387   
1.77144   1.85688   
1.13104   3.29894   
1.78238   1.81451   
1.64372   2.27877   
1.35751   2.93746   
1.30213   3.03608   
0.850232   3.62056   
1.71141   2.06985   
1.62445   2.33337   
1.7055   2.08929   
1.43277   2.79081   
1.51546   2.61027   
1.94961   0.892198   
1.83153   1.60685   
1.82982   1.61465   
1.93191   1.03482   
1.75223   1.92841   
1.40283   2.85101   
1.94596   0.923537   
1.38545   2.88481   
1.35481   2.94244   
1.64042   2.28826   
