1.85959   1.47229   
1.66653   2.2115   
1.58346   2.44347   
1.82407   1.64044   
1.4274   2.8018   
1.10651   3.33205   
0.970024   3.49803   
1.78226   1.81499   
1.64291   2.2811   
1.77658   1.83714   
1.79749   1.75388   
1.70336   2.09624   
1.37064   2.91296   
1.6214   2.34184   
0.736   3.7193   
1.87372   1.39884   
1.5728   2.47087   
1.48258   2.68475   
1.89933   1.25309   
1.61501   2.35943   
1.64695   2.2694   
1.6889   2.14255   
1.79279   1.77301   
1.87209   1.4075   
1.84984   1.52066   
1.76538   1.87984   
1.62504   2.33173   
1.60577   2.38453   
1.21044   3.18424   
1.60112   2.39702   
1.3078   3.02632   
1.90496   1.21838   
1.47139   2.70924   
1.4652   2.72264   
1.48192   2.68619   
1.33423   2.97982   
1.54154   2.54845   
1.9079   1.19985   
0.945567   3.52471   
1.33901   2.97123   
1.36378   2.92582   
1.64791   2.26663   
1.51298   2.61602   
1.38976   2.8765   
1.66811   2.20672   
1.59822   2.40473   
1.60838   2.37748   
1.82946   1.61628   
1.62886   2.32106   
1.9727   0.658674   
1.98449   0.497141   
1.65129   2.25677   
1.51653   2.60779   
1.55968   2.50393   
1.23154   3.15171   
1.70432   2.09313   
1.44376   2.76808   
1.76481   1.88197   
1.37735   2.90027   
1.60402   2.38925   
1.60822   2.37793   
1.37123   2.91185   
1.75828   1.90624   
1.49664   2.65334   
1.60738   2.3802   
1.79131   1.77899   
1.45348   2.74764   
1.22274   3.16538   
1.66928   2.20319   
1.43522   2.78578   
1.58863   2.43002   
1.55464   2.51641   
1.69291   2.12983   
1.8913   1.30076   
1.74168   1.96626   
1.88223   1.35235   
1.4037   2.84929   
1.8257   1.63319   
1.44957   2.75591   
1.5842   2.44156   
1.58636   2.43596   
1.17247   3.24056   
1.84437   1.547   
1.78624   1.79929   
1.58609   2.43665   
1.01719   3.44403   
1.16783   3.24726   
1.68502   2.15473   
1.63745   2.29675   
1.70283   2.09798   
1.69004   2.13895   
1.56497   2.49068   
1.71037   2.07331   
1.52001   2.59968   
1.55514   2.51518   
1.61478   2.36009   
1.35443   2.94315   
1.32264   3.00041   
1.04507   3.41047   
1.74751   1.94546   
1.51345   2.61493   
1.65028   2.25972   
1.51301   2.61596   
1.70116   2.10337   
1.15054   3.27185   
1.52604   2.5855   
1.73183   2.00076   
1.43236   2.79165   
1.32886   2.9894   
1.39327   2.8697   
1.65181   2.25525   
1.33744   2.97406   
1.20658   3.19008   
1.52256   2.5937   
1.72059   2.03918   
1.7892   1.78746   
1.54865   2.53115   
1.69471   2.12411   
1.79118   1.77951   
0.951679   3.51813   
1.6229   2.33768   
0.665308   3.7722   
1.61833   2.35032   
1.79035   1.78287   
1.47189   2.70816   
1.80201   1.73525   
1.78131   1.81874   
1.85186   1.51079   
1.79435   1.76669   
1.93445   1.01565   
1.88038   1.36261   
1.87768   1.37744   
1.76386   1.88554   
1.68249   2.1626   
1.80733   1.71295   
1.58716   2.43387   
1.49645   2.65377   
1.5801   2.45216   
1.91719   1.13912   
1.46496   2.72315   
1.26154   3.10388   
1.76576   1.87838   
1.35302   2.94573   
1.48434   2.68085   
1.85337   1.50336   
1.9249   1.08585   
1.79779   1.75267   
1.62737   2.32522   
1.76825   1.86899   
1.83551   1.58861   
1.77088   1.85903   
1.5904   2.42538   
1.73561   1.98764   
1.47952   2.69148   
1.52759   2.58183   
1.54321   2.54442   
1.17377   3.23869   
1.65398   2.24888   
1.75248   1.92751   
1.8697   1.42016   
1.44236   2.77099   
1.75731   1.90982   
1.77165   1.85608   
1.63968   2.29038   
1.18955   3.21557   
1.16241   3.25503   
1.28606   3.06337   
1.42065   2.8155   
1.46837   2.71579   
1.55356   2.51908   
1.55391   2.51821   
1.51237   2.61742   
1.55397   2.51809   
1.55504   2.51543   
1.89829   1.25936   
1.70449   2.09256   
1.41543   2.82598   
0.858724   3.61253   
1.72111   2.03744   
1.43199   2.79243   
1.40078   2.85504   
1.87786   1.37646   
1.54129   2.54905   
1.47273   2.70634   
1.365   2.92354   
1.64069   2.28747   
1.60079   2.39789   
1.44511   2.76526   
1.76812   1.86948   
1.56145   2.4995   
1.59399   2.41594   
1.90727   1.20385   
0.91192   3.56   
1.2973   3.04435   
1.54902   2.53025   
1.37982   2.89559   
1.40601   2.84474   
1.57745   2.45899   
1.55495   2.51565   
1.89374   1.28646   
1.50261   2.63983   
1.30394   3.03297   
1.62341   2.33627   
1.7939   1.76854   
1.58948   2.4278   
1.48587   2.67746   
1.20216   3.19676   
1.48293   2.68396   
1.75396   1.92212   
1.29345   3.05089   
1.25314   3.11745   
1.26859   3.09237   
1.29362   3.05061   
1.94351   0.943976   
0.911489   3.56044   
1.59096   2.42391   
1.72865   2.01172   
1.78761   1.79382   
1.45284   2.749   
1.86808   1.42866   
1.9146   1.15641   
1.70364   2.09534   
1.58352   2.44334   
1.18941   3.21578   
1.75303   1.92549   
1.27095   3.08848   
1.27011   3.08986   
1.72408   2.02735   
1.64752   2.26774   
1.71819   2.04727   
1.89106   1.30215   
1.56649   2.48685   
1.54832   2.53195   
1.4121   2.83265   
1.41565   2.82556   
1.54624   2.53704   
1.73736   1.98148   
1.28692   3.06191   
1.87889   1.37083   
1.38646   2.88287   
1.25786   3.10985   
1.585   2.43949   
1.3496   2.952   
1.51598   2.60906   
1.38107   2.89319   
1.81377   1.6855   
1.73024   2.00626   
1.87674   1.38255   
1.40127   2.85408   
1.57164   2.47383   
1.71715   2.05074   
1.05338   3.40023   
1.62195   2.34033   
1.39606   2.86427   
1.18912   3.21621   
1.82963   1.61551   
1.50297   2.639   
1.60644   2.38272   
1.59335   2.41764   
1.51707   2.60653   
1.49031   2.66755   
1.82377   1.64179   
1.41054   2.83577   
0.987417   3.47851   
1.56594   2.48823   
1.71   2.07452   
1.68154   2.16556   
1.52203   2.59494   
1.68026   2.16955   
1.86428   1.44838   
1.82474   1.63745   
1.03948   3.4173   
1.42684   2.80295   
1.68969   2.14005   
1.85946   1.47299   
1.56172   2.49882   
1.83252   1.60233   
1.59415   2.41553   
1.51386   2.61397   
1.39224   2.87171   
1.78121   1.81912   
1.49433   2.65855   
1.39774   2.861   
1.84059   1.56492   
1.45595   2.74242   
1.63889   2.29263   
1.57477   2.46584   
1.50396   2.63675   
1.8393   1.57095   
1.64195   2.28387   
1.44673   2.76185   
1.12663   3.30497   
1.19828   3.20258   
1.05767   3.3949   
1.64261   2.28197   
